FCODE$,FEMID$,SITE$,Age,FSVLAFTER
1302,1072,CP,.,76
1315,1075,CP,.,76
1114,1080,CP,.,76
1114,1080,CP,.,76
1454,1200,CP,.,76
Jan-25,1220,CP,.,76
1511,1120,CP,.,76
0125,1238,CP,.,76
1410,1103,CP,.,76
0001,1314,CP,.,76
Jan-12,1315,CP,.,76
1/02/3035,1319,CP,.,76
Jan-20,1324,CP,.,76
1505,1154,CP,.,76
1353,1140,CP,.,76
Jan-11,1246,CP,.,76
1523,1148,CP,.,76
0125,1238,CP,.,76
011/44,1450,CP,.,76
01/501,1501,CP,.,76
1401,1202,CP,.,76
Jan-03,1305,CP,.,76
0000,1521,CP,.,76
001/34,1600,CP,.,76
Jan-03,1305,CP,.,76
101/21,1607,CP,.,76
121/24/5,1619,CP,.,76
Feb-14,1803,CP,.,76
02/314,1718,CP,.,76
121/24/5,1619,CP,.,76
001/34,1600,CP,.,76
002/40,1909,CP,.,76
01/210,2209,CP,.,76
Feb-13,1857,CP,.,76
5001/3,2226,CP,.,76
4(3)/453,2322,CP,.,76
01/404,2116,CP,.,76
01/501,2323,CP,.,76
0421,2413,CP,.,76
1550,1158,CP,.,76.5
1255,1008,CP,.,77
1240,1012,CP,.,77
1225,1016,CP,.,77
1335,1088,CP,.,77
1113,1032,CP,.,77
1112,1059,CP,.,77
1151,1066,CP,.,77
1305,1083,CP,.,77
1253,1070,CP,.,77
1310,1054,CP,.,77
1455,1101,CP,.,77
2111,1104,CP,.,77
1250,1086,CP,.,77
1121/2,1061,CP,.,77
0000,1137,CP,.,77
1545,1160,CP,.,77
1553,1166,CP,.,77
1332,1038,CP,.,77
1/4001/2,1201,CP,.,77
1/5001/4,1210,CP,.,77
1404,1181,CP,.,77
1331,1089,CP,.,77
1120,1022,CP,.,77
Jan-02,1301,CP,.,77
0003/4,1304,CP,.,77
1200,1006,CP,.,77
Jan-13,1320,CP,.,77
1510,1126,CP,.,77
1/5001/4,1210,CP,.,77
0003/4,1304,CP,.,77
1523,1148,CP,.,77
Jan-02,1301,CP,.,77
Jan-23,1326,CP,.,77
Jan-13,1320,CP,.,77
Jan-30,1337,CP,.,77
011/40,1420,CP,.,77
011/40,1420,CP,.,77
011/44,1450,CP,.,77
001/44,1450,CP,.,77
Jan-12,1315,CP,.,77
001/24,1414,CP,.,77
1401,1202,CP,.,77
21stump3,1143,CP,.,77
Jan-03,1305,CP,.,77
121/24/5,1619,CP,.,77
01/204,1602,CP,.,77
001/34,1600,CP,.,77
02/313/4,1719,CP,.,77
101/21,1634,CP,.,77
3255,1805,CP,.,77
Jan-03,1305,CP,.,77
Jan-03,1305,CP,.,77
01/403,2115,CP,.,77
4330,2210,CP,.,77
2400,2302,CP,.,77
01/503,2324,CP,.,77
01/502,2328,CP,.,77
2235,2405,CP,.,77
Feb-13,1857,CP,.,77
001/20,2421,CP,.,77
1125,1020,CP,.,77.5
1345,1114,CP,.,77.5
1143,1005,CP,.,78
1124,1019,CP,.,78
1111,1041,CP,.,78
1243,1081,CP,.,78
1234,1035,CP,.,78
1343,1141,CP,.,78
1535,1142,CP,.,78
1305,1083,CP,.,78
1540,1163,CP,.,78
1140,1178,CP,.,78
1120,1022,CP,.,78
2215,1131,CP,.,78
1252,1093,CP,.,78
Jan-33,1215,CP,.,78
0012,1219,CP,.,78
2035,1188,CP,.,78
1542,1157,CP,.,78
1453,1123,CP,.,78
Jan-25,1220,CP,.,78
1443,1334,CP,.,78
1/5001/2,1346,CP,.,78
1/51/300,1208,CP,.,78
Jan-02,1301,CP,.,78
Jan-14,1318,CP,.,78
Jan-13,1320,CP,.,78
1523,1148,CP,.,78
01/501,1501,CP,.,78
Jan-13,1320,CP,.,78
01/203,1601,CP,.,78
011/40,1420,CP,.,78
02/310,1726,CP,.,78
01/203,1601,CP,.,78
0051/4,1721,CP,.,78
1/211/50,1711,CP,.,78
Feb-14,1803,CP,.,78
Jan-03,1305,CP,.,78
Feb-14,1803,CP,.,78
001/34,1600,CP,.,78
121/24/5,1619,CP,.,78
001/34,1600,CP,.,78
01/403,2115,CP,.,78
Feb-13,1857,CP,.,78
501/24,2333,CP,.,78
01/401,2112,CP,.,78
01/404,2116,CP,.,78
021/20,.,CP,.,78
12/300,2504,CP,.,78
1001,1314,CP,.,78
101/21,1607,CP,.,78
1222,1015,CP,.,79
1303,1036,CP,.,79
1311,1037,CP,.,79
1101/2,1040,CP,.,79
1254,1071,CP,.,79
1104/5,1079,CP,.,79
1344,1106,CP,.,79
1112,1059,CP,.,79
1421,1113,CP,.,79
1445,1130,CP,.,79
1541,1146,CP,.,79
1202,1025,CP,.,79
2111,1104,CP,.,79
Jan-05,1307,CP,.,79
Jan-04,1313,CP,.,79
Jan-01,1327,CP,.,79
1341,1167,CP,.,79
Jan-15,1331,CP,.,79
1114,1080,CP,.,79
1120,1022,CP,.,79
Jan-05,1307,CP,.,79
Jan-11,1246,CP,.,79
Jan-15,1331,CP,.,79
Jan-21,1351,CP,.,79
0501,1453,CP,.,79
Jan-11,1246,CP,.,79
0014,1311,CP,.,79
Jan-14,1318,CP,.,79
Feb-00,1816,CP,.,79
101/21,1607,CP,.,79
001/34,1600,CP,.,79
Feb-14,1803,CP,.,79
001/34,1600,CP,.,79
01/210,2209,CP,.,79
0415,2417,CP,.,79
2235,2405,CP,.,79
0421,2413,CP,.,79
1030,2519,CP,.,79
1204,1009,CP,.,80
1223,1011,CP,.,80
1301,1092,CP,.,80
1210,1027,CP,.,80
Jan-12,1053,CP,.,80
1140,1063,CP,.,80
1144,1064,CP,.,80
1325,1084,CP,.,80
1202,1025,CP,.,80
1335,1088,CP,.,80
1531,1129,CP,.,80
1334,1132,CP,.,80
1104/5,1079,CP,.,80
1254,1071,CP,.,80
1321,1090,CP,.,80
0000(a),1147,CP,.,80
1124,1019,CP,.,80
1402/3,1182,CP,.,80
0115,1212,CP,.,80
0113,1214,CP,.,80
0212,1222,CP,.,80
0104,1223,CP,.,80
0135,1227,CP,.,80
1401/5,1179,CP,.,80
1305,1083,CP,.,80
1402,1115,CP,.,80
Jan-04,1306,CP,.,80
1240,1012,CP,.,80
Jan-14,1247,CP,.,80
1/51/301,1316,CP,.,80
1405,1323,CP,.,80
1202,1025,CP,.,80
1/5001/4,1210,CP,.,80
1345,1114,CP,.,80
0014,1311,CP,.,80
0045,1308,CP,.,80
1114,1080,CP,.,80
1225,1016,CP,.,80
1345,1114,CP,.,80
0014,1311,CP,.,80
1/3011/2,1620,CP,.,80
Jan-21,1351,CP,.,80
0011/4,1715,CP,.,80
1/3011/2,1620,CP,.,80
332/51/2,1830,CP,.,80
0051/4,1721,CP,.,80
01/501,2015,CP,.,80
001/34,1600,CP,.,80
001/50,2306,CP,.,80
01/520,2329,CP,.,80
01/510,2334,CP,.,80
2501,2415,CP,.,80
0423,2425,CP,.,80
12/300,2504,CP,.,80
01/401,2112,CP,.,80
001/20,2421,CP,.,80
001/50,2306,CP,.,80
1150,1065,CP,.,80.5
1215,1003,CP,.,81
1205,1014,CP,.,81
1115,1018,CP,.,81
1211,1026,CP,.,81
1231,1028,CP,.,81
1134,1034,CP,.,81
1100,1039,CP,.,81
1132,1043,CP,.,81
1233,1051,CP,.,81
1245,1052,CP,.,81
1212,1056,CP,.,81
1244,1069,CP,.,81
1102,1078,CP,.,81
1321,1090,CP,.,81
1223,1011,CP,.,81
Jan-12,1053,CP,.,81
1211,1026,CP,.,81
2105,1116,CP,.,81
1245,1052,CP,.,81
1240,1012,CP,.,81
1112,1059,CP,.,81
1421,1113,CP,.,81
1344,1106,CP,.,81
1234,1035,CP,.,81
1/4001/2,1201,CP,.,81
0045,1308,CP,.,81
0014,1311,CP,.,81
Jan-12,1053,CP,.,81
1135,1062,CP,.,81
2011,1180,CP,.,81
1421,1113,CP,.,81
1421,1113,CP,.,81
1/51/301,1316,CP,.,81
1240,1012,CP,.,81
Jan-01,1327,CP,.,81
1341,1167,CP,.,81
1240,1012,CP,.,81
Jan-05,1307,CP,.,81
1/5001/4,1210,CP,.,81
Jan-51,1515,CP,.,81
Jan-34,1628,CP,.,81
011/40,1420,CP,.,81
1/5001/4,1210,CP,.,81
1240,1012,CP,.,81
0021/4,1723,CP,.,81
002/40,1909,CP,.,81
0051/4,1721,CP,.,81
501/(2)4,2333,CP,.,81
Jan-02,2503,CP,.,81
1532,1155,CP,.,81.5
1142,1023,CP,.,82
1121,1042,CP,.,82
1133,1044,CP,.,82
1201,1046,CP,.,82
1101,1058,CP,.,82
1314,1074,CP,.,82
1333,1087,CP,.,82
1415,1111,CP,.,82
1134,1034,CP,.,82
1301,1092,CP,.,82
1205,1014,CP,.,82
1225,1016,CP,.,82
1/51/200,1230,CP,.,82
0200,1233,CP,.,82
Jan-01,1300,CP,.,82
1344,1106,CP,.,82
1225,1016,CP,.,82
1334,1132,CP,.,82
1/51/300,1209,CP,.,82
1305,1083,CP,.,82
1/51/300,1209,CP,.,82
1245,1052,CP,.,82
1334,1132,CP,.,82
Jan-25,1220,CP,.,82
1202,1025,CP,.,82
1225,1016,CP,.,82
1405,1323,CP,.,82
1/5001/4,1210,CP,.,82
Jan-51,1515,CP,.,82
Jan-21,1351,CP,.,82
1240,1012,CP,.,82
0021/4,1723,CP,.,82
01/501,2015,CP,.,82
01/201,2206,CP,.,82
01/201,2206,CP,.,82
0051/4,1721,CP,.,82
01/403,2115,CP,.,82
01/401,2112,CP,.,82
501/24,2333,CP,.,82
2501,2415,CP,.,82
1245,1052,CP,.,82.5
1154,1000,CP,.,83
1220,1001,CP,.,83
1110,1002,CP,.,83
1213,1010,CP,.,83
1323,1017,CP,.,83
1142,1023,CP,.,83
1215,1003,CP,.,83
1333,1087,CP,.,83
1533,1125,CP,.,83
1140,1063,CP,.,83
1210,1027,CP,.,83
Jan-34,1145,CP,.,83
1524,1159,CP,.,83
1220,1001,CP,.,83
0130,1207,CP,.,83
1101,1058,CP,.,83
1301,1092,CP,.,83
1/51/300,1209,CP,.,83
1254,1071,CP,.,83
1134,1034,CP,.,83
1415,1111,CP,.,83
1301,1092,CP,.,83
1250,1086,CP,.,83
1254,1071,CP,.,83
2011,1180,CP,.,83
0115,1212,CP,.,83
Jan-01,1327,CP,.,83
2011,1180,CP,.,83
1245,1052,CP,.,83
1415,1111,CP,.,83
2011,1180,CP,.,83
1240,1012,CP,.,83
Jan-05,1307,CP,.,83
1215,1003,CP,.,83
1/5001/4,1210,CP,.,83
1415,1111,CP,.,83
001/24,1414,CP,.,83
1240,1012,CP,.,83
101/21,1607,CP,.,83
01/414,2408,CP,.,83
0051/4,1721,CP,.,83
1530,1150,CP,.,83.5
0115,1212,CP,.,83.5
1105,1021,CP,.,84
1232,1050,CP,.,84
1213,1010,CP,.,84
1232,1050,CP,.,84
1212,1056,CP,.,84
1121,1042,CP,.,84
1222,1015,CP,.,84
1211,1026,CP,.,84
1215,1003,CP,.,84
0130,1207,CP,.,84
1210,1027,CP,.,84
1210,1027,CP,.,84
1301,1092,CP,.,84
1/51/300,1209,CP,.,84
01/501,2015,CP,.,84
101/21,1607,CP,.,84
011/40,1420,CP,.,84
0051/4,1721,CP,.,84
114/52,1004,CP,.,85
1444,1105,CP,.,85
114/52,1004,CP,.,85
1154,1000,CP,.,85
1132,1043,CP,.,85
1215,1003,CP,.,85
1213,1010,CP,.,85
1333,1087,CP,.,85
1210,1027,CP,.,85
1205,1014,CP,.,85
0032,1242,CP,.,85
1413,1185,CP,.,85
Jan-01,1300,CP,.,85
Jan-01,1300,CP,.,85
1210,1027,CP,.,85
Jan-01,1300,CP,.,85
1215,1003,CP,.,85
Jan-01,1327,CP,.,85
0115,1212,CP,.,85
0115,1212,CP,.,85
101/21,1607,CP,.,85
1203,1047,CP,.,86
1304,1073,CP,.,86
1/4011/3,1206,CP,.,86
1232,1050,CP,.,86
1413,1185,CP,.,86
1213,1010,CP,.,86
1301,1092,CP,.,86
Jan-01,1327,CP,.,86
0115,1212,CP,.,86
01/505,2326,CP,.,86
01/501,2015,CP,.,86
1141,1055,CP,.,87
1133,1044,CP,.,87
1442,1110,CP,.,87
0115,1212,CP,.,87
0115,1212,CP,.,87
1/02/3334,2516,CP,.,87
1442,1110,CP,.,88
01/414,2408,CP,.,88
101/21,1607,CP,.,88
1525,1149,CP,.,89
0115,1212,CP,.,.
Jan-04,1203,CP,.,90
1514,1100,CP,.,92
1/501/20,1205,CP,.,92
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
0034,11,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
0142,40,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
0122,44,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
0133,51,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
0152,81,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
0235,95,OR,.,.
.,.,OR,.,.
0055,96,OR,.,.
0013,97,OR,.,.
0211,98,OR,.,.
0242,99,OR,.,.
2250,100,OR,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
1153,1067,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
0320,175,OR,.,.
0320,176,OR,.,.
0021,49,OR,.,.
0321,177,OR,.,.
3000,178,OR,.,.
0015,85,OR,.,.
0110,21,OR,.,.
0343,179,OR,.,.
f0000,180,OR,.,.
0404,181,OR,.,.
0233,48,OR,.,.
0452,183,OR,.,.
0444,184,OR,.,.
0314,185,OR,.,.
0023,29,OR,.,.
0324,186,OR,.,.
fkilled,187,OR,.,.
0334,188,OR,.,.
0335,189,OR,.,.
0345,190,OR,.,.
fkilled(2),191,OR,.,.
0350,192,OR,.,.
0351,193,OR,.,.
0344,194,OR,.,.
0353,195,OR,.,.
0121,5,OR,.,.
2002,18,OR,.,.
0403,196,OR,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
